Wavelength (nm),Excitation Filter,Wavelength (nm),Emission Filter,Wavelength (nm),Dichroic
774,9.5e-07,537.5,9.5e-07,774,0.943
775,9.5e-07,538,9.5e-07,775,0.941
776,9.89e-07,538.5,9.5e-07,776,0.94
777,9.5e-07,539,9.5e-07,777,0.941
778,9.5e-07,539.5,9.5e-07,778,0.942
779,1.01e-06,540,9.5e-07,779,0.943
780,9.5e-07,540.5,9.5e-07,780,0.946
781,9.5e-07,541,9.5e-07,781,0.949
782,9.5e-07,541.5,9.5e-07,782,0.953
783,9.5e-07,542,9.5e-07,783,0.957
784,9.5e-07,542.5,9.5e-07,784,0.961
785,9.5e-07,543,9.5e-07,785,0.965
786,9.5e-07,543.5,9.5e-07,786,0.969
787,9.5e-07,544,9.5e-07,787,0.972
788,9.5e-07,544.5,9.5e-07,788,0.974
789,1.14e-06,545,9.5e-07,789,0.974
790,9.5e-07,545.5,9.5e-07,790,0.972
791,9.5e-07,546,9.5e-07,791,0.969
792,9.5e-07,546.5,9.5e-07,792,0.962
793,9.5e-07,547,9.5e-07,793,0.955
794,9.5e-07,547.5,9.5e-07,794,0.947
795,9.5e-07,548,9.5e-07,795,0.936
796,9.5e-07,548.5,9.5e-07,796,0.925
797,9.5e-07,549,9.5e-07,797,0.912
798,9.5e-07,549.5,9.5e-07,798,0.896
799,5.55e-06,550,9.5e-07,799,0.885
800,9.5e-07,550.5,9.5e-07,800,0.874
801,9.5e-07,551,9.5e-07,801,0.86351
802,9.5e-07,551.5,9.5e-07,802,0.85284
803,9.5e-07,552,9.5e-07,803,0.84445
804,9.5e-07,552.5,9.5e-07,804,0.83703
805,9.5e-07,553,9.5e-07,805,0.8299
806,9.5e-07,553.5,9.5e-07,806,0.82476
807,9.5e-07,554,9.5e-07,807,0.82161
808,9.5e-07,554.5,9.5e-07,808,0.81959
809,9.5e-07,555,9.5e-07,809,0.82256
810,9.5e-07,555.5,9.5e-07,810,0.82422
811,9.5e-07,556,9.5e-07,811,0.82861
812,9.5e-07,556.5,9.5e-07,812,0.83541
813,9.5e-07,557,9.5e-07,813,0.84319
814,9.5e-07,557.5,9.5e-07,814,0.85519
815,9.5e-07,558,9.5e-07,815,0.86646
816,9.5e-07,558.5,9.5e-07,816,0.87693
817,9.5e-07,559,9.5e-07,817,0.88836
818,9.5e-07,559.5,9.5e-07,818,0.89975
819,9.5e-07,560,9.5e-07,819,0.90956
820,9.5e-07,560.5,9.5e-07,820,0.9184
821,9.5e-07,561,9.5e-07,821,0.92532
822,9.5e-07,561.5,9.5e-07,822,0.92913
823,9.5e-07,562,9.5e-07,823,0.92803
824,9.5e-07,562.5,9.5e-07,824,0.92614
825,9.65e-07,563,9.5e-07,825,0.91974
826,9.5e-07,563.5,9.5e-07,826,0.91128
827,9.5e-07,564,9.5e-07,827,0.90219
828,9.5e-07,564.5,9.5e-07,828,0.89091
829,9.5e-07,565,9.5e-07,829,0.87976
830,9.5e-07,565.5,9.5e-07,830,0.86833
831,9.5e-07,566,9.5e-07,831,0.85654
832,9.5e-07,566.5,9.5e-07,832,0.84557
833,9.5e-07,567,9.5e-07,833,0.83485
834,9.5e-07,567.5,9.5e-07,834,0.82559
835,9.5e-07,568,9.5e-07,835,0.81763
836,9.5e-07,568.5,9.5e-07,836,0.81178
837,9.5e-07,569,9.5e-07,837,0.80617
838,9.5e-07,569.5,9.5e-07,838,0.80118
839,9.5e-07,570,9.5e-07,839,0.79818
840,9.5e-07,570.5,9.5e-07,840,0.79579
841,9.5e-07,571,9.5e-07,841,0.79586
842,9.5e-07,571.5,9.5e-07,842,0.7966
843,9.5e-07,572,9.5e-07,843,0.79682
844,9.5e-07,572.5,9.5e-07,844,0.79871
