Wavelength (nm),Excitation Filter,Wavelength (nm),Emission Filter,Wavelength (nm),Dichroic
660,1.64e-07,661,9.5e-07,740,0.0253
661,2.27e-07,662,9.5e-07,741,0.0271
662,5.22e-07,663,9.5e-07,742,0.0297
663,1.33e-06,664,9.5e-07,743,0.0328
664,3.17e-06,665,9.5e-07,744,0.037
665,9e-06,666,9.5e-07,745,0.0426
666,2.66e-05,667,9.5e-07,746,0.0495
667,9.01e-05,668,9.5e-07,747,0.0589
668,0.00036,669,9.5e-07,748,0.071
669,0.00163,670,9.5e-07,749,0.0858
670,0.00965,671,9.5e-07,750,0.107
671,0.0734,672,9.5e-07,751,0.132
672,0.424,673,9.5e-07,752,0.165
673,0.882,674,9.5e-07,753,0.204
674,0.961,675,9.5e-07,754,0.248
675,0.972,676,9.5e-07,755,0.301
676,0.974,677,9.5e-07,756,0.355
677,0.978,678,9.5e-07,757,0.414
678,0.985,679,9.5e-07,758,0.475
679,0.99,680,9.5e-07,759,0.539
680,0.987,681,9.5e-07,760,0.623
681,0.984,682,9.5e-07,761,0.724
682,0.982,683,9.5e-07,762,0.828
683,0.985,684,9.5e-07,763,0.909
684,0.987,685,9.5e-07,764,0.961
685,0.99,686,9.5e-07,765,0.985
686,0.991,687,9.5e-07,766,0.993
687,0.99,688,9.5e-07,767,0.997
688,0.991,689,9.5e-07,768,0.999
689,0.992,690,9.5e-07,769,1
690,0.99,691,9.5e-07,770,1
691,0.991,692,9.5e-07,771,0.999
692,0.994,693,9.5e-07,772,0.999
693,0.992,694,9.5e-07,773,0.997
694,0.99,695,9.5e-07,774,0.996
695,0.985,696,9.5e-07,775,0.995
696,0.981,697,9.5e-07,776,0.993
697,0.977,698,9.5e-07,777,0.991
698,0.975,699,9.5e-07,778,0.992
699,0.977,700,9.5e-07,779,0.99
700,0.978,701,9.5e-07,780,0.989
701,0.983,702,9.5e-07,781,0.99
702,0.986,703,9.5e-07,782,0.991
703,0.987,704,9.5e-07,783,0.989
704,0.987,705,9.5e-07,784,0.988
705,0.986,706,9.5e-07,785,0.988
706,0.986,707,9.5e-07,786,0.988
707,0.986,708,9.5e-07,787,0.987
708,0.988,709,9.5e-07,788,0.987
709,0.988,710,9.5e-07,789,0.987
710,0.989,711,9.5e-07,790,0.987
711,0.99,712,9.5e-07,791,0.988
712,0.99,713,9.5e-07,792,0.988
713,0.988,714,9.5e-07,793,0.989
714,0.987,715,9.5e-07,794,0.988
715,0.985,716,9.5e-07,795,0.987
716,0.983,717,9.5e-07,796,0.987
717,0.983,718,9.5e-07,797,0.991
718,0.984,719,9.5e-07,798,0.989
719,0.983,720,9.5e-07,799,0.989
720,0.985,721,9.5e-07,800,0.991
721,0.986,722,9.5e-07,801,0.99
722,0.989,723,9.5e-07,802,0.99
723,0.989,724,9.5e-07,803,0.991
724,0.987,725,9.5e-07,804,0.991
725,0.989,726,9.5e-07,805,0.991
726,0.985,727,9.5e-07,806,0.991
727,0.98,728,9.5e-07,807,0.991
