Wavelength (nm),Excitation Filter,Wavelength (nm),Emission Filter,Wavelength (nm),Dichroic
842,1e-08,571.5,9.5e-07,922,0.00010304
843,1e-08,572,9.5e-07,923,0.000100504
844,6.95e-07,572.5,9.5e-07,924,7.00825e-05
845,1e-08,573,9.5e-07,925,4.81966e-05
846,1e-08,573.5,9.5e-07,926,1.84303e-05
847,2.09e-06,574,9.5e-07,927,0.000142015
848,1e-08,574.5,9.5e-07,928,0.000152134
849,1e-08,575,9.5e-07,929,0.000161487
850,1e-08,575.5,9.5e-07,930,2.18031e-05
851,1e-08,576,9.5e-07,931,5.34756e-05
852,1e-08,576.5,9.5e-07,932,0.000106537
853,1e-08,577,9.5e-07,933,6.70004e-05
854,1e-08,577.5,9.5e-07,934,0.00018395
855,1e-08,578,9.5e-07,935,0.000108764
856,1e-08,578.5,9.5e-07,936,0.000116869
857,1e-08,579,9.5e-07,937,0.0002524
858,1e-08,579.5,9.5e-07,938,0.000186425
859,6.05e-07,580,9.5e-07,939,0.0001785
860,1.21e-06,580.5,9.5e-07,940,0.000210898
861,1e-08,581,9.5e-07,941,0.000135025
862,1.84e-06,581.5,9.5e-07,942,0.000275451
863,1.78e-06,582,9.5e-07,943,0.000136526
864,1e-08,582.5,9.5e-07,944,0.000137388
865,1e-08,583,9.5e-07,945,0.000156445
866,1e-08,583.5,9.5e-07,946,0.000175685
867,1e-08,584,9.5e-07,947,0.000196387
868,1e-08,584.5,9.5e-07,948,0.000248667
869,1e-08,585,9.5e-07,949,0.000196499
870,1e-08,585.5,9.5e-07,950,0.000264078
871,8.59e-07,586,9.5e-07,951,0.00014986
872,1e-08,586.5,9.5e-07,952,0.000277854
873,1e-08,587,9.5e-07,953,0.000266173
